Country,Year,Week,AH1,AH1N12009,AH3
Thailand,2015,12,0,0,5
Thailand,2015,13,0,1,2
Thailand,2015,14,0,1,8
Thailand,2015,15,0,2,3
Thailand,2015,16,0,0,0
Thailand,2015,17,0,0,7
Thailand,2015,18,0,0,4
Thailand,2015,19,0,0,0
Thailand,2015,20,0,0,7
Thailand,2015,21,0,0,8
Thailand,2015,22,0,0,2
Thailand,2015,23,0,1,2
Thailand,2015,24,0,0,6
Thailand,2015,25,0,0,3
Thailand,2015,26,0,12,4
Thailand,2015,27,0,0,3
Thailand,2015,28,0,0,4
Thailand,2015,29,0,0,1
Thailand,2015,30,0,1,6
Thailand,2015,31,0,1,4
Thailand,2015,32,0,0,2
Thailand,2015,33,0,0,4
Thailand,2015,34,0,0,8
Thailand,2015,35,0,1,3
Thailand,2015,36,0,1,3
Thailand,2015,37,0,1,4
Thailand,2015,38,0,1,6
Thailand,2015,39,0,0,10
Thailand,2015,40,0,0,3
Thailand,2015,41,0,1,6
Thailand,2015,42,0,0,9
Thailand,2015,43,0,0,2
Thailand,2015,44,0,0,2
Thailand,2015,45,0,0,1
Thailand,2015,46,0,0,15
Thailand,2015,47,0,0,3
Thailand,2015,48,0,0,2
Thailand,2015,49,0,0,2
Thailand,2015,50,0,0,3
Thailand,2015,51,0,0,0
Thailand,2015,52,0,0,0
Thailand,2015,53,0,0,0
Thailand,2016,1,0,0,0
Thailand,2016,2,0,0,0
Thailand,2016,3,0,1,1
Thailand,2016,4,0,1,1
Thailand,2016,5,0,2,2
Thailand,2016,6,0,3,6
Thailand,2016,7,0,9,9
Thailand,2016,8,0,3,3
Thailand,2016,9,0,15,4
Thailand,2016,10,0,8,0
Thailand,2016,11,0,8,1
Thailand,2016,12,0,12,0
Thailand,2016,13,0,5,0
Thailand,2016,14,0,2,0
Thailand,2016,15,0,0,0
Thailand,2016,16,0,4,0
Thailand,2016,17,0,2,0
Thailand,2016,18,0,0,0
Thailand,2016,19,0,1,0
Thailand,2016,20,0,5,0
Thailand,2016,21,0,6,0
Thailand,2016,22,0,3,0
Thailand,2016,23,0,6,0
Thailand,2016,24,0,10,0
Thailand,2016,25,0,6,1
Thailand,2016,26,,13,1
Thailand,2016,27,,10,1
Thailand,2016,28,,19,3
Thailand,2016,29,,1,1
Thailand,2016,30,,18,4
Thailand,2016,31,,17,3
Thailand,2016,32,,5,4
Thailand,2016,33,,13,13
Thailand,2016,34,,11,10
Thailand,2016,35,,7,2
Thailand,2016,36,,8,4
Thailand,2016,37,,12,11
Thailand,2016,38,,11,11
Thailand,2016,39,,9,12
Thailand,2016,40,,16,19
Thailand,2016,41,,22,24
Thailand,2016,42,,5,18
Thailand,2016,43,,7,17
Thailand,2016,44,,2,10
Thailand,2016,45,,3,16
Thailand,2016,46,,9,12
Thailand,2016,47,,1,12
Thailand,2016,48,,0,10
Thailand,2016,49,,0,8
Thailand,2016,50,,1,7
Thailand,2016,51,,1,4
Thailand,2016,52,,0,10
Thailand,2017,1,,0,0
Thailand,2017,2,,0,4
Thailand,2017,3,,0,2
Thailand,2017,4,,0,0
Thailand,2017,5,,0,2
Thailand,2017,6,,0,0
Thailand,2017,7,,0,1
Thailand,2017,8,,0,0
Thailand,2017,9,,0,1
Thailand,2017,10,,0,0
Thailand,2017,11,,0,0
Thailand,2017,12,,2,0
Thailand,2017,13,,0,0
Thailand,2017,14,,0,0
Thailand,2017,15,,1,0
Thailand,2017,16,,5,4
Thailand,2017,17,,0,6
Thailand,2017,18,,2,2
Thailand,2017,19,,1,2
Thailand,2017,20,,5,5
Thailand,2017,21,,1,4
Thailand,2017,22,,5,3
Thailand,2017,23,,5,4
Thailand,2017,24,,6,9
Thailand,2017,25,,8,16
Thailand,2017,26,,5,7
Thailand,2017,27,,9,9
Thailand,2017,28,,6,12
Thailand,2017,29,,6,10
Thailand,2017,30,,12,7
Thailand,2017,31,,30,48
Thailand,2017,32,,23,62
Thailand,2017,33,,34,33
Thailand,2017,34,,18,50
Thailand,2017,35,,14,49
Thailand,2017,36,,16,40
Thailand,2017,37,,17,45
Thailand,2017,38,,6,19
Thailand,2017,39,,9,27
Thailand,2017,40,,9,18
Thailand,2017,41,,1,15
Thailand,2017,42,,6,22
Thailand,2017,43,,1,9
Thailand,2017,44,,4,10
Thailand,2017,45,,0,6
Thailand,2017,46,,1,5
Thailand,2017,47,,2,3
Thailand,2017,48,,0,5
Thailand,2017,49,,5,2
Thailand,2017,50,,3,4
Thailand,2017,51,,1,0
Thailand,2017,52,,3,0
UK,2009,1,3,,103
UK,2009,2,6,,76
UK,2009,3,6,,43
UK,2009,4,3,,59
UK,2009,5,7,,60
UK,2009,6,2,,4
UK,2009,7,1,,0
UK,2009,8,2,,7
UK,2009,9,3,,0
UK,2009,10,1,,1
UK,2009,11,1,,5
UK,2009,12,0,,0
UK,2009,13,0,,2
UK,2009,14,0,,0
UK,2009,15,0,,1
UK,2009,16,0,0,1
UK,2009,17,0,0,0
UK,2009,18,6,0,13
UK,2009,19,3,0,4
UK,2009,20,2,1,8
UK,2009,21,0,58,5
UK,2009,22,0,20,1
UK,2009,23,0,29,1
UK,2009,24,0,24,1
UK,2009,25,0,57,4
UK,2009,26,1,110,4
UK,2009,27,1,143,3
UK,2009,28,1,94,4
UK,2009,29,0,66,0
UK,2009,30,0,71,1
UK,2009,31,0,37,0
UK,2009,32,0,26,0
UK,2009,33,,16,1
UK,2009,34,0,51,0
UK,2009,35,0,26,1
UK,2009,36,0,22,0
UK,2009,37,0,53,2
UK,2009,38,0,68,1
UK,2009,39,1,70,2
UK,2009,40,0,104,2
UK,2009,41,0,163,3
UK,2009,42,0,240,0
UK,2009,43,0,286,0
UK,2009,44,0,343,0
UK,2009,45,0,276,0
UK,2009,46,0,216,0
UK,2009,47,0,190,0
UK,2009,48,0,149,0
UK,2009,49,0,87,1
UK,2009,50,0,24,1
UK,2009,51,0,65,0
UK,2009,52,0,4,0
UK,2009,53,0,3,0
UK,2010,1,0,27,0
UK,2010,2,0,18,0
UK,2010,3,0,26,0
UK,2010,4,0,10,0
UK,2010,5,0,17,0
UK,2010,6,0,14,0
UK,2010,7,0,6,0
UK,2010,8,0,4,0
UK,2010,9,0,2,0
UK,2010,10,0,6,0
UK,2010,11,0,9,0
UK,2010,12,0,0,0
UK,2010,13,0,0,0
UK,2010,14,0,2,0
UK,2010,15,0,0,0
UK,2010,16,0,3,0
UK,2010,17,0,0,0
UK,2010,18,0,0,0
UK,2010,19,0,1,0
UK,2010,20,0,1,0
UK,2010,21,0,0,0
UK,2010,22,0,0,0
UK,2010,23,0,0,0
UK,2010,24,0,0,0
UK,2010,25,0,0,0
UK,2010,26,0,0,0
UK,2010,27,0,0,1
UK,2010,28,0,0,0
UK,2010,29,0,0,0
UK,2010,30,0,0,0
UK,2010,31,0,1,0
UK,2010,32,0,0,0
UK,2010,33,0,2,0
UK,2010,34,0,0,0
UK,2010,35,0,0,0
UK,2010,36,0,0,1
UK,2010,37,0,1,0
UK,2010,38,0,0,1
UK,2010,39,0,0,0
UK,2010,40,0,0,1
UK,2010,41,0,2,0
UK,2010,42,0,0,0
UK,2010,43,0,12,1
UK,2010,44,0,14,0
UK,2010,45,0,7,0
UK,2010,46,0,8,2
UK,2010,47,0,22,2
UK,2010,48,0,45,3
UK,2010,49,0,94,2
UK,2010,50,0,272,6
UK,2010,51,0,742,4
UK,2010,52,0,653,2
UK,2011,1,0,745,5
UK,2011,2,0,599,12
UK,2011,3,0,165,3
UK,2011,4,0,95,1
UK,2011,5,0,46,4
UK,2011,6,0,11,1
UK,2011,7,0,4,0
UK,2011,8,0,8,2
UK,2011,9,0,4,3
UK,2011,10,0,1,1
UK,2011,11,0,3,0
UK,2011,12,0,0,0
UK,2011,13,0,0,0
UK,2011,14,0,1,0
UK,2011,15,0,0,0
UK,2011,16,0,0,0
UK,2011,17,0,0,0
UK,2011,18,0,0,0
UK,2011,19,0,0,0
UK,2011,20,0,0,0
UK,2011,21,0,0,0
UK,2011,22,0,0,0
UK,2011,23,0,0,0
UK,2011,24,0,1,1
UK,2011,25,0,1,0
UK,2011,26,0,0,0
UK,2011,27,0,0,0
UK,2011,28,0,0,0
UK,2011,29,0,0,2
UK,2011,30,0,1,0
UK,2011,31,0,0,3
UK,2011,32,0,0,0
UK,2011,33,0,1,1
UK,2011,34,0,0,0
UK,2011,35,0,0,0
UK,2011,36,0,0,0
UK,2011,37,0,0,1
UK,2011,38,0,0,0
UK,2011,39,0,0,0
UK,2011,40,0,1,1
UK,2011,41,0,0,0
UK,2011,42,0,1,3
UK,2011,43,0,1,3
UK,2011,44,0,0,0
UK,2011,45,0,0,2
UK,2011,46,0,0,0
UK,2011,47,0,0,3
UK,2011,48,0,0,4
UK,2011,49,0,1,6
UK,2011,50,0,0,3
UK,2011,51,0,0,11
UK,2011,52,0,0,9
UK,2012,1,0,1,18
UK,2012,2,0,0,14
UK,2012,3,0,1,30
UK,2012,4,0,0,38
UK,2012,5,0,1,42
UK,2012,6,0,0,66
UK,2012,7,0,0,95
UK,2012,8,0,0,139
UK,2012,9,0,0,114
UK,2012,10,0,1,109
UK,2012,11,0,0,122
UK,2012,12,0,0,117
UK,2012,13,0,1,104
UK,2012,14,0,0,58
UK,2012,15,0,0,66
UK,2012,16,0,0,41
UK,2012,17,0,1,19
UK,2012,18,0,0,11
UK,2012,19,0,0,13
UK,2012,20,0,0,3
UK,2012,21,0,0,8
UK,2012,22,0,1,3
UK,2012,23,0,0,8
UK,2012,24,0,0,2
UK,2012,25,0,0,2
UK,2012,26,0,0,0
UK,2012,27,0,0,0
UK,2012,28,0,0,0
UK,2012,29,0,0,1
UK,2012,30,0,0,0
UK,2012,31,0,1,0
UK,2012,32,0,0,0
UK,2012,33,0,0,0
UK,2012,34,0,0,2
UK,2012,35,0,0,0
UK,2012,36,0,0,0
UK,2012,37,0,0,1
UK,2012,38,0,0,0
UK,2012,39,0,0,0
UK,2012,40,0,4,0
UK,2012,41,0,1,1
UK,2012,42,0,2,1
UK,2012,43,0,2,2
UK,2012,44,0,1,7
UK,2012,45,0,2,9
UK,2012,46,0,3,12
UK,2012,47,0,2,9
UK,2012,48,0,5,16
UK,2012,49,0,4,30
UK,2012,50,0,11,82
UK,2012,51,0,16,146
UK,2012,52,0,16,146
UK,2013,1,0,21,122
UK,2013,2,0,45,126
UK,2013,3,0,27,90
UK,2013,4,0,23,85
UK,2013,5,0,28,134
UK,2013,6,0,22,109
UK,2013,7,0,33,111
UK,2013,8,0,40,129
UK,2013,9,0,25,124
UK,2013,10,0,47,171
UK,2013,11,0,38,121
UK,2013,12,0,30,139
UK,2013,13,0,29,156
UK,2013,14,0,27,106
UK,2013,15,0,28,103
UK,2013,16,0,23,88
UK,2013,17,0,11,41
UK,2013,18,0,7,16
UK,2013,19,0,2,7
UK,2013,20,0,2,6
UK,2013,21,0,4,2
UK,2013,22,0,1,9
UK,2013,23,0,0,2
UK,2013,24,0,0,2
UK,2013,25,0,1,0
UK,2013,26,0,0,0
UK,2013,27,0,1,1
UK,2013,28,0,0,0
UK,2013,29,0,0,0
UK,2013,30,0,1,1
UK,2013,31,0,2,2
UK,2013,32,0,0,1
UK,2013,33,0,3,2
UK,2013,34,0,0,1
UK,2013,35,0,0,0
UK,2013,36,0,0,0
UK,2013,37,0,0,1
UK,2013,38,0,0,1
UK,2013,39,0,0,0
UK,2013,40,0,0,1
UK,2013,41,0,1,2
UK,2013,42,0,2,1
UK,2013,43,0,0,0
UK,2013,44,0,2,3
UK,2013,45,0,6,14
UK,2013,46,0,3,3
UK,2013,47,0,2,0
UK,2013,48,0,4,0
UK,2013,49,0,7,2
UK,2013,50,0,14,7
UK,2013,51,0,12,6
UK,2013,52,0,21,6
UK,2014,1,0,37,10
UK,2014,2,0,60,7
UK,2014,3,0,60,14
UK,2014,4,0,65,15
UK,2014,5,0,89,21
UK,2014,6,0,136,28
UK,2014,7,0,188,58
UK,2014,8,0,222,27
UK,2014,9,0,211,41
UK,2014,10,0,226,62
UK,2014,11,0,180,32
UK,2014,12,0,144,26
UK,2014,13,0,95,37
UK,2014,14,0,82,37
UK,2014,15,0,57,21
UK,2014,16,0,39,18
UK,2014,17,0,15,11
UK,2014,18,0,23,11
UK,2014,19,0,11,2
UK,2014,20,0,5,10
UK,2014,21,0,1,1
UK,2014,22,0,1,1
UK,2014,23,0,4,3
UK,2014,24,0,0,4
UK,2014,25,0,0,1
UK,2014,26,0,0,1
UK,2014,27,0,0,1
UK,2014,28,0,3,3
UK,2014,29,0,1,0
UK,2014,30,0,0,3
UK,2014,31,0,0,1
UK,2014,32,0,0,1
UK,2014,33,0,0,2
UK,2014,34,0,1,1
UK,2014,35,0,0,4
UK,2014,36,0,0,1
UK,2014,37,0,0,2
UK,2014,38,0,0,3
UK,2014,39,0,0,2
UK,2014,40,0,0,6
UK,2014,41,0,0,6
UK,2014,42,0,1,7
UK,2014,43,0,0,1
UK,2014,44,0,1,4
UK,2014,45,0,0,7
UK,2014,46,0,1,16
UK,2014,47,0,0,6
UK,2014,48,0,0,12
UK,2014,49,0,2,16
UK,2014,50,0,3,49
UK,2014,51,0,1,59
UK,2014,52,0,0,77
UK,2015,1,0,1,146
UK,2015,2,0,6,291
UK,2015,3,0,4,247
UK,2015,4,0,6,272
UK,2015,5,0,14,313
UK,2015,6,0,9,306
UK,2015,7,0,11,340
UK,2015,8,0,16,280
UK,2015,9,0,9,134
UK,2015,10,0,12,71
UK,2015,11,0,13,76
UK,2015,12,0,14,46
UK,2015,13,0,6,36
UK,2015,14,0,9,15
UK,2015,15,0,3,10
UK,2015,16,0,4,5
UK,2015,17,0,1,1
UK,2015,18,0,1,1
UK,2015,19,0,0,2
UK,2015,20,0,0,1
UK,2015,21,0,0,0
UK,2015,22,0,1,2
UK,2015,23,0,1,3
UK,2015,24,0,0,2
UK,2015,25,0,0,9
UK,2015,26,0,0,4
UK,2015,27,0,0,0
UK,2015,28,0,0,0
UK,2015,29,0,0,1
UK,2015,30,0,1,1
UK,2015,31,0,1,5
UK,2015,32,0,0,2
UK,2015,33,0,0,2
UK,2015,34,0,0,2
UK,2015,35,0,0,0
UK,2015,36,0,0,0
UK,2015,37,0,1,1
UK,2015,38,0,0,0
UK,2015,39,0,0,0
UK,2015,40,0,1,4
UK,2015,41,0,6,7
UK,2015,42,0,7,2
UK,2015,43,0,9,2
UK,2015,44,0,4,3
UK,2015,45,0,7,2
UK,2015,46,0,3,2
UK,2015,47,0,10,1
UK,2015,48,0,10,2
UK,2015,49,0,13,4
UK,2015,50,0,28,1
UK,2015,51,0,71,3
UK,2015,52,0,85,0
UK,2015,53,0,127,0
UK,2016,1,0,168,5
UK,2016,2,0,183,3
UK,2016,3,0,265,5
UK,2016,4,0,320,3
UK,2016,5,0,277,41
UK,2016,6,0,334,2
UK,2016,7,0,356,0
UK,2016,8,0,328,4
UK,2016,9,0,289,5
UK,2016,10,0,324,8
UK,2016,11,0,269,9
UK,2016,12,0,185,7
UK,2016,13,0,131,6
UK,2016,14,0,57,2
UK,2016,15,0,27,1
UK,2016,16,0,19,5
UK,2016,17,0,13,1
UK,2016,18,0,16,1
UK,2016,19,0,2,4
UK,2016,20,0,3,6
UK,2016,21,0,5,3
UK,2016,22,0,0,1
UK,2016,23,0,1,4
UK,2016,24,0,0,1
UK,2016,25,0,0,1
UK,2016,26,0,3,1
UK,2016,27,0,1,4
UK,2016,28,0,2,1
UK,2016,29,0,0,2
UK,2016,30,0,1,7
UK,2016,31,0,2,6
UK,2016,32,0,0,4
UK,2016,33,0,1,3
UK,2016,34,0,0,2
UK,2016,35,0,1,2
UK,2016,36,0,0,3
UK,2016,37,0,1,4
UK,2016,38,0,0,3
UK,2016,39,0,0,2
UK,2016,40,0,4,6
UK,2016,41,0,1,4
UK,2016,42,0,0,7
UK,2016,43,0,0,4
UK,2016,44,0,0,12
UK,2016,45,0,0,14
UK,2016,46,0,2,27
UK,2016,47,0,2,27
UK,2016,48,0,0,58
UK,2016,49,0,0,129
UK,2016,50,0,3,171
UK,2016,51,0,3,254
UK,2016,52,0,0,378
UK,2017,1,0,3,416
UK,2017,2,0,0,432
UK,2017,3,0,1,377
UK,2017,4,0,0,285
UK,2017,5,0,0,269
UK,2017,6,0,0,281
UK,2017,7,0,0,234
UK,2017,8,0,2,169
UK,2017,9,0,0,123
UK,2017,10,0,2,90
UK,2017,11,0,0,81
UK,2017,12,0,2,53
UK,2017,13,0,0,56
UK,2017,14,0,0,28
UK,2017,15,0,0,11
UK,2017,16,0,0,11
UK,2017,17,0,0,13
UK,2017,18,0,1,18
UK,2017,19,0,2,10
UK,2017,20,0,0,9
UK,2017,21,0,0,2
UK,2017,22,0,0,3
UK,2017,23,0,0,0
UK,2017,24,0,0,1
UK,2017,25,0,0,2
UK,2017,26,0,0,1
UK,2017,27,0,0,1
UK,2017,28,0,0,0
UK,2017,29,0,0,1
UK,2017,30,0,0,2
UK,2017,31,0,0,2
UK,2017,32,0,0,0
UK,2017,33,0,0,2
UK,2017,34,0,0,2
UK,2017,35,0,0,3
UK,2017,36,0,1,1
UK,2017,37,0,1,3
UK,2017,38,0,0,0
UK,2017,39,0,0,0
UK,2017,40,0,3,15
UK,2017,41,0,2,15
UK,2017,42,0,0,16
UK,2017,43,0,0,10
UK,2017,44,0,1,10
UK,2017,45,0,3,21
UK,2017,46,0,4,48
UK,2017,47,0,6,79
UK,2017,48,0,3,105
UK,2017,49,0,16,209
UK,2017,50,0,17,430
UK,2017,51,0,25,842
UK,2017,52,0,33,812
USA,2009,1,111,,19
USA,2009,2,163,,27
USA,2009,3,195,,22
USA,2009,4,353,,46
USA,2009,5,555,,78
USA,2009,6,671,,52
USA,2009,7,823,,66
USA,2009,8,840,,70
USA,2009,9,700,,57
USA,2009,10,533,,65
USA,2009,11,386,,67
USA,2009,12,355,,62
USA,2009,13,269,,45
USA,2009,14,121,,27
USA,2009,15,102,1,37
USA,2009,16,39,1,29
USA,2009,17,41,18,33
USA,2009,18,669,1493,851
USA,2009,19,491,2518,709
USA,2009,20,145,1785,259
USA,2009,21,72,2673,260
USA,2009,22,32,2840,258
USA,2009,23,27,3646,425
USA,2009,24,29,3922,261
USA,2009,25,15,4395,216
USA,2009,26,9,3166,72
USA,2009,27,81,2389,38
USA,2009,28,1,2590,41
USA,2009,29,11,2087,28
USA,2009,30,19,1856,15
USA,2009,31,25,1879,11
USA,2009,32,17,1298,7
USA,2009,33,4,1265,8
USA,2009,34,2,1600,16
USA,2009,35,8,1383,12
USA,2009,36,2,1884,13
USA,2009,37,1,2294,6
USA,2009,38,5,2617,3
USA,2009,39,4,2858,6
USA,2009,40,4,3847,7
USA,2009,41,1,6121,2
USA,2009,42,2,8627,0
USA,2009,43,2,9735,2
USA,2009,44,1,7738,2
USA,2009,45,3,6081,3
USA,2009,46,1,4629,1
USA,2009,47,1,2715,0
USA,2009,48,1,1408,3
USA,2009,49,1,997,0
USA,2009,50,1,610,3
USA,2009,51,0,480,3
USA,2009,52,3,251,0
USA,2009,53,0,285,1
USA,2010,1,0,266,0
USA,2010,2,1,261,2
USA,2010,3,0,317,1
USA,2010,4,0,268,3
USA,2010,5,0,290,0
USA,2010,6,0,238,0
USA,2010,7,0,260,0
USA,2010,8,0,316,1
USA,2010,9,0,338,0
USA,2010,10,0,359,0
USA,2010,11,0,259,1
USA,2010,12,0,178,1
USA,2010,13,0,167,1
USA,2010,14,0,96,1
USA,2010,15,0,56,1
USA,2010,16,0,17,2
USA,2010,17,0,16,0
USA,2010,18,0,20,1
USA,2010,19,0,6,2
USA,2010,20,0,7,1
USA,2010,21,0,0,0
USA,2010,22,0,3,0
USA,2010,23,0,1,1
USA,2010,24,0,1,4
USA,2010,25,0,3,4
USA,2010,26,0,1,1
USA,2010,27,0,0,3
USA,2010,28,0,1,6
USA,2010,29,0,2,2
USA,2010,30,0,1,13
USA,2010,31,0,4,9
USA,2010,32,0,7,10
USA,2010,33,0,5,11
USA,2010,34,0,10,17
USA,2010,35,0,7,11
USA,2010,36,0,9,16
USA,2010,37,0,5,30
USA,2010,38,0,0,28
USA,2010,39,0,2,17
USA,2010,40,0,7,17
USA,2010,41,0,13,36
USA,2010,42,0,8,35
USA,2010,43,0,13,55
USA,2010,44,0,12,61
USA,2010,45,0,15,78
USA,2010,46,0,23,121
USA,2010,47,0,11,153
USA,2010,48,0,34,181
USA,2010,49,0,46,356
USA,2010,50,0,83,547
USA,2010,51,0,98,782
USA,2010,52,0,190,994
USA,2011,1,0,328,1147
USA,2011,2,0,546,1194
USA,2011,3,0,816,1417
USA,2011,4,0,1040,1481
USA,2011,5,0,1193,1449
USA,2011,6,0,1235,1462
USA,2011,7,0,1397,1531
USA,2011,8,0,1138,1210
USA,2011,9,0,939,969
USA,2011,10,0,664,798
USA,2011,11,0,435,580
USA,2011,12,0,259,415
USA,2011,13,0,161,263
USA,2011,14,0,87,197
USA,2011,15,0,46,140
USA,2011,16,0,30,56
USA,2011,17,0,9,26
USA,2011,18,0,11,18
USA,2011,19,0,2,11
USA,2011,20,0,0,5
USA,2011,21,0,2,4
USA,2011,22,0,1,0
USA,2011,23,0,0,0
USA,2011,24,0,2,1
USA,2011,25,0,0,0
USA,2011,26,0,2,0
USA,2011,27,0,2,1
USA,2011,28,0,0,3
USA,2011,29,0,0,3
USA,2011,30,0,0,0
USA,2011,31,0,3,2
USA,2011,32,0,0,3
USA,2011,33,0,2,5
USA,2011,34,0,0,5
USA,2011,35,0,2,2
USA,2011,36,0,1,3
USA,2011,37,0,0,6
USA,2011,38,0,0,4
USA,2011,39,0,1,10
USA,2011,40,0,3,14
USA,2011,41,0,0,9
USA,2011,42,0,2,10
USA,2011,43,0,0,12
USA,2011,44,0,1,17
USA,2011,45,0,2,15
USA,2011,46,0,0,15
USA,2011,47,0,3,23
USA,2011,48,0,2,32
USA,2011,49,0,5,38
USA,2011,50,0,4,78
USA,2011,51,0,7,104
USA,2011,52,0,4,107
USA,2012,1,0,16,101
USA,2012,2,0,31,138
USA,2012,3,0,50,195
USA,2012,4,0,84,256
USA,2012,5,0,124,365
USA,2012,6,0,164,419
USA,2012,7,0,220,506
USA,2012,8,0,295,690
USA,2012,9,0,443,986
USA,2012,10,0,494,1221
USA,2012,11,0,574,1393
USA,2012,12,0,436,1091
USA,2012,13,0,306,717
USA,2012,14,0,266,628
USA,2012,15,0,187,591
USA,2012,16,0,123,548
USA,2012,17,0,82,366
USA,2012,18,0,64,310
USA,2012,19,0,39,233
USA,2012,20,0,34,167
USA,2012,21,0,18,88
USA,2012,22,0,16,85
USA,2012,23,0,16,48
USA,2012,24,0,9,63
USA,2012,25,0,3,38
USA,2012,26,0,3,26
USA,2012,27,0,5,16
USA,2012,28,0,4,36
USA,2012,29,0,0,18
USA,2012,30,0,2,49
USA,2012,31,0,1,65
USA,2012,32,0,3,63
USA,2012,33,0,6,69
USA,2012,34,0,7,48
USA,2012,35,0,1,36
USA,2012,36,0,1,34
USA,2012,37,0,0,19
USA,2012,38,0,4,34
USA,2012,39,0,3,17
USA,2012,40,0,3,71
USA,2012,41,0,7,67
USA,2012,42,0,4,128
USA,2012,43,0,3,148
USA,2012,44,0,4,181
USA,2012,45,0,5,269
USA,2012,46,0,8,366
USA,2012,47,0,8,592
USA,2012,48,0,17,992
USA,2012,49,0,36,1739
USA,2012,50,0,49,2572
USA,2012,51,0,54,3528
USA,2012,52,0,78,3673
USA,2013,1,0,84,3640
USA,2013,2,0,96,3889
USA,2013,3,0,113,3121
USA,2013,4,0,129,2382
USA,2013,5,0,122,1890
USA,2013,6,0,121,1181
USA,2013,7,0,69,798
USA,2013,8,0,74,548
USA,2013,9,0,49,392
USA,2013,10,0,61,301
USA,2013,11,0,41,202
USA,2013,12,0,29,159
USA,2013,13,0,31,98
USA,2013,14,0,31,120
USA,2013,15,0,44,67
USA,2013,16,0,27,73
USA,2013,17,0,33,61
USA,2013,18,0,15,54
USA,2013,19,0,12,36
USA,2013,20,0,11,24
USA,2013,21,0,13,18
USA,2013,22,0,14,14
USA,2013,23,0,10,12
USA,2013,24,0,20,12
USA,2013,25,0,5,10
USA,2013,26,0,6,5
USA,2013,27,0,6,12
USA,2013,28,0,6,27
USA,2013,29,0,5,12
USA,2013,30,0,11,10
USA,2013,31,0,8,14
USA,2013,32,0,14,11
USA,2013,33,0,13,3
USA,2013,34,0,9,4
USA,2013,35,0,39,3
USA,2013,36,0,23,5
USA,2013,37,0,48,7
USA,2013,38,0,32,7
USA,2013,39,0,49,10
USA,2013,40,0,64,10
USA,2013,41,0,57,21
USA,2013,42,0,34,12
USA,2013,43,0,65,16
USA,2013,44,0,74,24
USA,2013,45,0,150,28
USA,2013,46,0,265,25
USA,2013,47,0,417,20
USA,2013,48,0,465,28
USA,2013,49,0,899,30
USA,2013,50,0,1062,46
USA,2013,51,0,1996,50
USA,2013,52,0,2663,39
USA,2014,1,0,3317,79
USA,2014,2,0,3204,104
USA,2014,3,0,2907,107
USA,2014,4,0,2341,118
USA,2014,5,0,1735,77
USA,2014,6,0,1451,115
USA,2014,7,0,1056,91
USA,2014,8,0,741,85
USA,2014,9,0,454,85
USA,2014,10,0,390,99
USA,2014,11,0,330,132
USA,2014,12,0,187,149
USA,2014,13,0,134,161
USA,2014,14,0,98,221
USA,2014,15,0,46,221
USA,2014,16,0,28,195
USA,2014,17,0,15,174
USA,2014,18,0,13,141
USA,2014,19,0,7,128
USA,2014,20,0,6,100
USA,2014,21,0,1,101
USA,2014,22,0,3,103
USA,2014,23,0,2,86
USA,2014,24,0,3,99
USA,2014,25,0,3,69
USA,2014,26,0,0,45
USA,2014,27,0,1,46
USA,2014,28,0,3,53
USA,2014,29,0,0,32
USA,2014,30,0,1,36
USA,2014,31,0,2,46
USA,2014,32,0,3,39
USA,2014,33,0,1,54
USA,2014,34,0,3,44
USA,2014,35,0,6,59
USA,2014,36,0,7,42
USA,2014,37,0,1,65
USA,2014,38,0,6,80
USA,2014,39,0,1,84
USA,2014,40,0,2,100
USA,2014,41,0,5,125
USA,2014,42,0,7,226
USA,2014,43,0,5,212
USA,2014,44,0,4,295
USA,2014,45,0,6,506
USA,2014,46,0,8,632
USA,2014,47,0,5,1001
USA,2014,48,0,8,1538
USA,2014,49,0,11,2296
USA,2014,50,0,6,3814
USA,2014,51,0,4,4972
USA,2014,52,0,10,5498
USA,2015,1,0,10,5292
USA,2015,2,0,10,4901
USA,2015,3,0,8,4584
USA,2015,4,0,4,3917
USA,2015,5,0,10,3475
USA,2015,6,0,10,2719
USA,2015,7,0,7,1744
USA,2015,8,0,10,1242
USA,2015,9,0,18,954
USA,2015,10,0,5,774
USA,2015,11,0,7,458
USA,2015,12,0,2,340
USA,2015,13,0,7,227
USA,2015,14,0,4,168
USA,2015,15,0,7,87
USA,2015,16,0,13,66
USA,2015,17,0,1,48
USA,2015,18,0,4,26
USA,2015,19,0,2,12
USA,2015,20,0,2,16
USA,2015,21,0,0,21
USA,2015,22,0,1,20
USA,2015,23,0,0,20
USA,2015,24,0,1,20
USA,2015,25,0,2,50
USA,2015,26,0,0,51
USA,2015,27,0,2,59
USA,2015,28,0,4,40
USA,2015,29,0,3,35
USA,2015,30,0,4,34
USA,2015,31,0,0,44
USA,2015,32,0,4,50
USA,2015,33,0,3,33
USA,2015,34,0,2,53
USA,2015,35,0,3,42
USA,2015,36,0,3,63
USA,2015,37,0,1,70
USA,2015,38,0,3,76
USA,2015,39,0,0,27
USA,2015,40,0,6,17
USA,2015,41,0,9,67
USA,2015,42,0,9,50
USA,2015,43,0,12,53
USA,2015,44,0,8,36
USA,2015,45,0,7,19
USA,2015,46,0,9,15
USA,2015,47,0,17,42
USA,2015,48,0,17,24
USA,2015,49,0,27,36
USA,2015,50,0,38,37
